Date,AAPL,F,INTC,PFE,T
2008-01-04,5.513164043426514,4.13455057144165,14.897979736328125,12.341320991516113,18.4326171875
2008-01-07,5.439368724822998,4.154783725738525,15.035984992980957,12.557555198669434,18.676036834716797
2008-01-08,5.243706703186035,4.114316463470459,14.62854290008545,12.687294960021973,17.82485008239746
2008-01-09,5.493259906768799,4.094081878662109,14.950550079345703,12.93055248260498,17.75202178955078
2008-01-10,5.451004981994629,4.215488433837891,14.812549591064453,13.01704216003418,17.93408966064453
2008-01-11,5.2877984046936035,4.087337493896484,14.451109886169434,12.984606742858887,17.387874603271484
2008-01-14,5.474276542663574,4.168275833129883,15.16741943359375,12.957579612731934,17.52897834777832
2008-01-15,5.1760358810424805,4.026633262634277,14.91112995147705,12.75216293334961,17.128433227539062
2008-01-16,4.888205051422119,3.952441692352295,13.064482688903809,12.649446487426758,17.237667083740234
2008-01-17,4.926480293273926,3.8849925994873047,12.703038215637207,12.411599159240723,16.978214263916016
2008-01-18,4.940873146057129,3.9929094314575195,12.486178398132324,12.162936210632324,16.43655014038086
2008-01-22,4.765726089477539,3.9996533393859863,12.229884147644043,12.016980171203613,16.368267059326172
2008-01-23,4.2583489418029785,4.249210834503174,13.130203247070312,12.35754108428955,16.70055389404297
2008-01-24,4.152095317840576,4.222232341766357,13.596790313720703,12.460251808166504,16.27268409729004
2008-01-25,3.9809303283691406,4.4380645751953125,13.143348693847656,12.222400665283203,16.049646377563477
2008-01-28,3.9809303283691406,4.498769283294678,13.333925247192383,12.427815437316895,16.568557739257812
2008-01-29,4.027777671813965,4.512258529663086,13.471927642822266,12.530523300170898,17.246768951416016
2008-01-30,4.047375679016113,4.5527262687683105,13.596790313720703,12.48727798461914,17.000974655151367
2008-01-31,4.144747734069824,4.478535175323486,13.866230964660645,12.627828598022461,17.519886016845703
2008-02-01,4.0954484939575195,4.620173454284668,14.306533813476562,12.75216293334961,17.424291610717773
2008-02-04,4.031147003173828,4.505514144897461,13.93194580078125,12.773784637451172,17.369670867919922
2008-02-05,3.9610273838043213,4.336894989013672,13.302521705627441,12.411599159240723,16.718769073486328
2008-02-06,3.735661745071411,4.255956172943115,13.170289039611816,12.384185791015625,16.568557739257812
2008-02-07,3.712390422821045,4.161530017852783,13.256239891052246,12.428045272827148,16.841663360595703
2008-02-08,3.842222213745117,4.100826740264893,13.401695251464844,12.225202560424805,16.55489730834961
2008-02-11,3.963782548904419,4.3099141120910645,13.672765731811523,12.170382499694824,16.782485961914062
2008-02-12,3.823237419128418,4.357127666473389,13.81822395324707,12.433525085449219,17.073801040649414
2008-02-13,3.9622528553009033,4.4380645751953125,14.023181915283203,12.466418266296387,17.601816177368164
2008-02-14,3.902848958969116,4.357127666473389,13.527313232421875,12.307437896728516,17.224014282226562
2008-02-15,3.816192388534546,4.3503828048706055,13.295907974243164,12.241649627685547,17.242223739624023
2008-02-19,3.7411742210388184,4.370616912841797,13.328967094421387,12.263585090637207,16.336410522460938
2008-02-20,3.791391134262085,4.323404788970947,13.474419593811035,12.318403244018555,15.639984130859375
2008-02-21,3.721576690673828,4.201997756958008,13.421527862548828,12.280027389526367,15.690055847167969
2008-02-22,3.6578874588012695,4.215488433837891,13.104169845581055,12.334850311279297,15.922201156616211
2008-02-25,3.6664607524871826,4.357127666473389,13.18350887298584,12.488348007202148,16.15888786315918
2008-02-26,3.6483957767486572,4.397596836090088,13.67938232421875,12.515756607055664,16.190753936767578
2008-02-27,3.7650580406188965,4.451554775238037,13.732278823852539,12.471902847290039,16.022335052490234
2008-02-28,3.977870464324951,4.465043067932129,13.547151565551758,12.362256050109863,16.368267059326172
2008-02-29,3.828134775161743,4.404340744018555,13.203347206115723,12.214242935180664,15.853921890258789
2008-03-03,3.727393388748169,4.168275833129883,13.229801177978516,12.197794914245605,15.958614349365234
2008-03-04,3.815887928009033,4.13455057144165,13.223180770874023,12.192316055297852,15.872124671936035
2008-03-05,3.8119056224823,4.127805233001709,13.355416297912598,12.088149070739746,16.136137008666992
2008-03-06,3.70289945602417,4.006400108337402,13.137228965759277,11.835972785949707,15.94040584564209
2008-03-07,3.743317127227783,3.8984827995300293,13.269463539123535,11.704401016235352,15.935850143432617
2008-03-10,3.6649298667907715,3.777076005935669,13.302521705627441,11.594756126403809,15.771993637084961
2008-03-11,3.8994810581207275,3.9794199466705322,14.016569137573242,11.90723991394043,16.427448272705078
2008-03-12,3.8590617179870605,3.844524383544922,13.963680267333984,11.66602611541748,16.07695960998535
2008-03-13,3.9175453186035156,3.6354358196258545,14.06946849822998,11.62764835357666,16.15888786315918
2008-03-14,3.876821994781494,3.567988872528076,13.659549713134766,11.315171241760254,15.944953918457031
2008-03-17,3.8804948329925537,3.446582078933716,13.78516674041748,11.276793479919434,16.2908935546875
2008-03-18,4.066971778869629,3.567988872528076,14.380216598510742,11.512524604797363,16.873525619506836
2008-03-19,3.9705183506011963,3.6759047508239746,13.943845748901367,11.298720359802246,16.409242630004883
2008-03-20,4.080751895904541,3.79056715965271,14.380216598510742,11.287757873535156,16.773386001586914
2008-03-24,4.272433757781982,4.019889831542969,14.631453514099121,11.298720359802246,17.310497283935547
2008-03-25,4.31683349609375,4.046867847442627,14.724019050598145,11.391916275024414,17.296836853027344
2008-03-26,4.441762447357178,3.959186553955078,14.452934265136719,11.34257698059082,17.187599182128906
2008-03-27,4.294480800628662,3.93220591545105,13.943845748901367,11.271309852600098,17.142078399658203
2008-03-28,4.378991603851318,3.770331859588623,13.745494842529297,11.238418579101562,17.142078399658203
2008-03-31,4.393996715545654,3.858013868331909,14.003350257873535,11.474151611328125,17.433393478393555
2008-04-01,4.578636169433594,4.026633262634277,14.525666236877441,11.720848083496094,17.97050666809082
2008-04-02,4.516170978546143,4.13455057144165,14.446329116821289,11.79211139678955,17.624568939208984
2008-04-03,4.642324447631836,4.357127666473389,14.499228477478027,11.698920249938965,17.756576538085938
2008-04-04,4.687337875366211,4.37736177444458,14.459550857543945,11.704401016235352,17.51532745361328
2008-04-07,4.773380756378174,4.539236545562744,14.380216598510742,11.775667190551758,17.756576538085938
